species,region,quantity,year,mean,lower,upper,region_type
LACI,British Columbia,delta_avg_3year,NA,0.1196,0.0131,0.2391,admin1
LACI,British Columbia,delta_tot_3year,NA,0.3749,0.0060,0.8218,admin1
LACI,Manitoba,psi_bar_t,2016,0.4107,0.1973,0.6948,admin1
LACI,Manitoba,psi_bar_t,2017,0.4496,0.3135,0.6052,admin1
LACI,Manitoba,psi_bar_t,2018,0.3185,0.2297,0.4407,admin1
LACI,Manitoba,psi_bar_t,2019,0.3968,0.2718,0.5659,admin1
LACI,Manitoba,delta_bar_t,2017,0.2670,-0.4461,1.5339,admin1
LACI,Manitoba,delta_bar_t,2018,-0.2701,-0.5516,0.1511,admin1
LACI,Manitoba,delta_bar_t,2019,0.2777,-0.2298,1.0586,admin1
LACI,Manitoba,delta_avg_3year,NA,0.0915,-0.1983,0.5225,admin1
LACI,Manitoba,delta_tot_3year,NA,0.1204,-0.5209,1.3043,admin1
LACI,New Brunswick,psi_bar_t,2016,0.4355,0.3042,0.5647,admin1
LACI,New Brunswick,psi_bar_t,2017,0.4752,0.3382,0.6221,admin1
LACI,New Brunswick,psi_bar_t,2018,0.5695,0.4111,0.7349,admin1
LACI,New Brunswick,psi_bar_t,2019,0.2956,0.2174,0.3852,admin1
LACI,New Brunswick,delta_bar_t,2017,0.1214,-0.2838,0.7652,admin1
LACI,New Brunswick,delta_bar_t,2018,0.2327,-0.2184,0.9073,admin1
LACI,New Brunswick,delta_bar_t,2019,-0.4678,-0.6584,-0.2233,admin1
LACI,New Brunswick,delta_avg_3year,NA,-0.0379,-0.1744,0.1485,admin1
LACI,New Brunswick,delta_tot_3year,NA,-0.3031,-0.5483,0.0532,admin1
LACI,Nova Scotia,psi_bar_t,2016,0.4561,0.1946,0.7227,admin1
LACI,Nova Scotia,psi_bar_t,2017,0.6006,0.3593,0.7909,admin1
LACI,Nova Scotia,psi_bar_t,2018,0.5327,0.3068,0.7494,admin1
LACI,Nova Scotia,psi_bar_t,2019,0.2475,0.1626,0.3510,admin1
LACI,Nova Scotia,delta_bar_t,2017,0.5063,-0.3378,2.2279,admin1
LACI,Nova Scotia,delta_bar_t,2018,-0.0760,-0.5270,0.5936,admin1
LACI,Nova Scotia,delta_bar_t,2019,-0.5098,-0.7303,-0.1195,admin1
LACI,Nova Scotia,delta_avg_3year,NA,-0.0265,-0.2818,0.5117,admin1
LACI,Nova Scotia,delta_tot_3year,NA,-0.3769,-0.7119,0.3617,admin1
LACI,Northwest Territories,psi_bar_t,2016,0.0639,0.0076,0.1915,admin1
LACI,Northwest Territories,psi_bar_t,2017,0.0685,0.0091,0.2371,admin1
LACI,Northwest Territories,psi_bar_t,2018,0.0778,0.0081,0.2359,admin1
LACI,Northwest Territories,psi_bar_t,2019,0.0987,0.0145,0.3227,admin1
LACI,Ontario,psi_bar_t,2016,0.4937,0.3527,0.6818,admin1
LACI,Ontario,psi_bar_t,2017,0.5474,0.4092,0.7231,admin1
LACI,Ontario,psi_bar_t,2018,0.5748,0.4390,0.7357,admin1
LACI,Ontario,psi_bar_t,2019,0.5604,0.4310,0.6960,admin1
LACI,Ontario,delta_bar_t,2017,0.1425,-0.2887,0.7461,admin1
LACI,Ontario,delta_bar_t,2018,0.0731,-0.2906,0.5555,admin1
LACI,Ontario,delta_bar_t,2019,-0.0077,-0.3189,0.3746,admin1
LACI,Ontario,delta_avg_3year,NA,0.0693,-0.0904,0.2258,admin1
LACI,Ontario,delta_tot_3year,NA,0.1690,-0.2838,0.7118,admin1
LACI,Prince Edward Island,psi_bar_t,2016,0.5048,0.3323,0.6776,admin1
LACI,Prince Edward Island,psi_bar_t,2017,0.5371,0.3688,0.7103,admin1
LACI,Prince Edward Island,psi_bar_t,2018,0.6483,0.4704,0.8207,admin1
LACI,Prince Edward Island,psi_bar_t,2019,0.3609,0.2343,0.5179,admin1
LACI,Prince Edward Island,delta_bar_t,2017,0.1023,-0.3577,0.8068,admin1
LACI,Prince Edward Island,delta_bar_t,2018,0.2462,-0.2479,0.9198,admin1
LACI,Prince Edward Island,delta_bar_t,2019,-0.4308,-0.6608,-0.1079,admin1
LACI,Prince Edward Island,delta_avg_3year,NA,-0.0274,-0.1837,0.1677,admin1
LACI,Prince Edward Island,delta_tot_3year,NA,-0.2613,-0.5822,0.2147,admin1
LACI,Quebec,psi_bar_t,2016,0.4348,0.2903,0.5967,admin1
LACI,Quebec,psi_bar_t,2017,0.5407,0.3985,0.6733,admin1
LACI,Quebec,psi_bar_t,2018,0.5205,0.3925,0.6628,admin1
LACI,Quebec,psi_bar_t,2019,0.4104,0.3140,0.4988,admin1
LACI,Quebec,delta_bar_t,2017,0.2893,-0.2054,0.9727,admin1
LACI,Quebec,delta_bar_t,2018,-0.0197,-0.3300,0.3932,admin1
LACI,Quebec,delta_bar_t,2019,-0.1984,-0.4407,0.0994,admin1
LACI,Quebec,delta_avg_3year,NA,0.0237,-0.1236,0.2248,admin1
LACI,Quebec,delta_tot_3year,NA,-0.0205,-0.3731,0.5059,admin1
LACI,Saskatchewan,psi_bar_t,2016,0.3282,0.1536,0.5276,admin1
LACI,Saskatchewan,psi_bar_t,2017,0.5801,0.4139,0.7334,admin1
LACI,Saskatchewan,psi_bar_t,2018,0.1950,0.1014,0.3267,admin1
LACI,Saskatchewan,psi_bar_t,2019,0.2883,0.1417,0.4710,admin1
LACI,Saskatchewan,delta_bar_t,2017,0.9513,-0.0451,2.7296,admin1
LACI,Saskatchewan,delta_bar_t,2018,-0.6570,-0.8288,-0.3743,admin1
LACI,Saskatchewan,delta_bar_t,2019,0.6108,-0.4120,2.2177,admin1
LACI,Saskatchewan,delta_avg_3year,NA,0.3017,-0.1682,1.0729,admin1
LACI,Saskatchewan,delta_tot_3year,NA,-0.0260,-0.6529,1.1609,admin1
LACI,Yukon,psi_bar_t,2016,0.1476,0.0251,0.3683,admin1
LACI,Yukon,psi_bar_t,2017,0.1559,0.0278,0.4182,admin1
LACI,Yukon,psi_bar_t,2018,0.1748,0.0262,0.4291,admin1
LACI,Yukon,psi_bar_t,2019,0.2130,0.0443,0.5339,admin1
MYLE,Range,psi_bar_t,2016,0.1484,0.1009,0.2101,range
MYLE,Range,psi_bar_t,2017,0.1238,0.0836,0.1723,range
MYLE,Range,psi_bar_t,2018,0.2001,0.1358,0.2865,range
MYLE,Range,psi_bar_t,2019,0.1430,0.1030,0.1884,range
MYLE,Range,delta_bar_t,2017,-0.1326,-0.5023,0.3935,range
MYLE,Range,delta_bar_t,2018,0.6693,-0.0366,1.7213,range
MYLE,Range,delta_bar_t,2019,-0.2566,-0.5594,0.1664,range
MYLE,Range,delta_avg_3year,NA,0.0934,-0.0856,0.3456,range
MYLE,Range,delta_tot_3year,NA,0.0002,-0.4131,0.5495,range
MYLE,Arkansas,psi_bar_t,2016,0.1066,0.0610,0.1683,admin1
MYLE,Arkansas,psi_bar_t,2017,0.0875,0.0482,0.1417,admin1
MYLE,Arkansas,psi_bar_t,2018,0.1533,0.0845,0.2502,admin1
MYLE,Arkansas,psi_bar_t,2019,0.1032,0.0596,0.1613,admin1
MYLE,Arkansas,delta_bar_t,2017,-0.1222,-0.6254,0.7625,admin1
MYLE,Arkansas,delta_bar_t,2018,0.8896,-0.1661,2.8987,admin1
MYLE,Arkansas,delta_bar_t,2019,-0.2738,-0.6768,0.4540,admin1
MYLE,Arkansas,delta_avg_3year,NA,0.1645,-0.1194,0.6592,admin1
MYLE,Arkansas,delta_tot_3year,NA,0.0342,-0.5446,0.8617,admin1
MYLE,Ohio,psi_bar_t,2016,0.0850,0.0449,0.1504,admin1
MYLE,Ohio,psi_bar_t,2017,0.0662,0.0319,0.1200,admin1
MYLE,Ohio,psi_bar_t,2018,0.1272,0.0671,0.2167,admin1
MYLE,Ohio,psi_bar_t,2019,0.0813,0.0419,0.1335,admin1
MYLE,Ohio,delta_bar_t,2017,-0.1348,-0.6883,0.9408,admin1
MYLE,Ohio,delta_bar_t,2019,-0.2957,-0.7338,0.4572,admin1
MYLE,Ohio,delta_avg_3year,NA,0.2339,-0.1320,0.8734,admin1
MYLE,Ohio,delta_tot_3year,NA,0.0531,-0.6019,1.0598,admin1
MYLE,Alabama,psi_bar_t,2016,0.1876,0.1078,0.2991,admin1
MYLE,Alabama,psi_bar_t,2017,0.1588,0.0880,0.2541,admin1
MYLE,Alabama,psi_bar_t,2018,0.2533,0.1389,0.4063,admin1
MYLE,Alabama,psi_bar_t,2019,0.1820,0.1015,0.2812,admin1
MYLE,Alabama,delta_bar_t,2017,-0.0906,-0.5908,0.7768,admin1
MYLE,Alabama,delta_bar_t,2018,0.7125,-0.2579,2.3695,admin1
MYLE,Alabama,delta_bar_t,2019,-0.2242,-0.6592,0.5919,admin1
MYLE,Alabama,delta_avg_3year,NA,0.1326,-0.1343,0.5302,admin1
MYLE,Alabama,delta_tot_3year,NA,0.0375,-0.5400,0.9585,admin1
MYLE,Kentucky,psi_bar_t,2016,0.2645,0.1864,0.3588,admin1
MYLE,Kentucky,psi_bar_t,2017,0.2278,0.1551,0.3136,admin1
MYLE,Kentucky,psi_bar_t,2018,0.3418,0.2372,0.4697,admin1
MYLE,Kentucky,psi_bar_t,2019,0.2575,0.1762,0.3445,admin1
MYLE,Kentucky,delta_bar_t,2017,-0.1121,-0.4918,0.4111,admin1
MYLE,Kentucky,delta_bar_t,2018,0.5530,-0.0586,1.5852,admin1
MYLE,Kentucky,delta_bar_t,2019,-0.2222,-0.5312,0.2069,admin1
MYLE,Kentucky,delta_avg_3year,NA,0.0729,-0.0831,0.3020,admin1
MYLE,Kentucky,delta_tot_3year,NA,0.0023,-0.3974,0.5475,admin1
MYLE,Maine,psi_bar_t,2016,0.1704,0.0941,0.2852,admin1
MYLE,Maine,psi_bar_t,2017,0.1388,0.0795,0.2136,admin1
MYLE,Maine,psi_bar_t,2018,0.2320,0.1253,0.3804,admin1
MYLE,Maine,psi_bar_t,2019,0.1614,0.1003,0.2371,admin1
MYLE,Maine,delta_bar_t,2017,-0.1095,-0.6151,0.7213,admin1
MYLE,Maine,delta_bar_t,2018,0.7813,-0.2344,2.5907,admin1
MYLE,Maine,delta_bar_t,2019,-0.2432,-0.6472,0.4476,admin1
MYLE,Maine,delta_avg_3year,NA,0.1429,-0.1321,0.5727,admin1
MYLE,Maine,delta_tot_3year,NA,0.0364,-0.5547,0.9837,admin1
MYLE,Georgia,psi_bar_t,2016,0.0614,0.0350,0.0993,admin1
MYLE,Georgia,psi_bar_t,2017,0.0516,0.0295,0.0831,admin1
MYLE,Georgia,psi_bar_t,2018,0.0853,0.0464,0.1447,admin1
MYLE,Georgia,psi_bar_t,2019,0.0595,0.0336,0.0932,admin1
MYLE,Georgia,delta_bar_t,2017,-0.0987,-0.5978,0.8014,admin1
MYLE,Georgia,delta_bar_t,2018,0.7693,-0.2095,2.5447,admin1
MYLE,Georgia,delta_bar_t,2019,-0.2420,-0.6846,0.5330,admin1
MYLE,Georgia,delta_avg_3year,NA,0.1428,-0.1229,0.6116,admin1
MYLE,Georgia,delta_tot_3year,NA,0.0357,-0.5333,0.9695,admin1
MYLE,Virginia,psi_bar_t,2016,0.0875,0.0540,0.1349,admin1
MYLE,Virginia,psi_bar_t,2017,0.0722,0.0409,0.1132,admin1
MYLE,Virginia,psi_bar_t,2018,0.1226,0.0765,0.1855,admin1
MYLE,Virginia,psi_bar_t,2019,0.0845,0.0493,0.1241,admin1
MYLE,Virginia,delta_bar_t,2017,-0.1262,-0.5900,0.6488,admin1
MYLE,Virginia,delta_bar_t,2018,0.8163,-0.1126,2.4591,admin1
MYLE,Virginia,delta_bar_t,2019,-0.2715,-0.6532,0.3111,admin1
MYLE,Virginia,delta_avg_3year,NA,0.1395,-0.1214,0.5348,admin1
MYLE,Virginia,delta_tot_3year,NA,0.0212,-0.5102,0.8143,admin1
MYLE,Missouri,psi_bar_t,2016,0.0628,0.0324,0.1113,admin1
MYLE,Missouri,psi_bar_t,2017,0.0486,0.0236,0.0866,admin1
MYLE,Missouri,psi_bar_t,2018,0.0972,0.0486,0.1780,admin1
MYLE,Missouri,psi_bar_t,2019,0.0601,0.0296,0.1021,admin1
MYLE,Missouri,delta_bar_t,2017,-0.1357,-0.7008,0.8936,admin1
MYLE,Missouri,delta_bar_t,2019,-0.3086,-0.7505,0.4803,admin1
MYLE,Missouri,delta_avg_3year,NA,0.2650,-0.1325,1.0923,admin1
MYLE,Missouri,delta_tot_3year,NA,0.0603,-0.6152,1.2469,admin1
MYLE,Pennsylvania,psi_bar_t,2016,0.2644,0.1728,0.3851,admin1
MYLE,Pennsylvania,psi_bar_t,2017,0.2215,0.1344,0.3206,admin1
MYLE,Pennsylvania,psi_bar_t,2018,0.3482,0.2323,0.4819,admin1
MYLE,Pennsylvania,psi_bar_t,2019,0.2562,0.1679,0.3488,admin1
MYLE,Pennsylvania,delta_bar_t,2017,-0.1227,-0.5539,0.4641,admin1
MYLE,Pennsylvania,delta_bar_t,2018,0.6497,-0.0893,1.8854,admin1
MYLE,Pennsylvania,delta_bar_t,2019,-0.2359,-0.5669,0.2136,admin1
MYLE,Pennsylvania,delta_avg_3year,NA,0.0971,-0.1043,0.3787,admin1
MYLE,Pennsylvania,delta_tot_3year,NA,0.0135,-0.4535,0.6245,admin1
MYLE,North Carolina,psi_bar_t,2016,0.0854,0.0513,0.1324,admin1
MYLE,North Carolina,psi_bar_t,2017,0.0722,0.0393,0.1244,admin1
MYLE,North Carolina,psi_bar_t,2018,0.1174,0.0691,0.1837,admin1
MYLE,North Carolina,psi_bar_t,2019,0.0825,0.0457,0.1325,admin1
MYLE,North Carolina,delta_bar_t,2017,-0.0989,-0.6062,0.7810,admin1
MYLE,North Carolina,delta_bar_t,2018,0.7579,-0.2054,2.4007,admin1
MYLE,North Carolina,delta_bar_t,2019,-0.2520,-0.6465,0.4136,admin1
MYLE,North Carolina,delta_avg_3year,NA,0.1357,-0.1357,0.5347,admin1
MYLE,North Carolina,delta_tot_3year,NA,0.0235,-0.5240,0.9503,admin1
MYLE,South Carolina,psi_bar_t,2016,0.0342,0.0176,0.0569,admin1
MYLE,South Carolina,psi_bar_t,2017,0.0282,0.0145,0.0485,admin1
MYLE,South Carolina,psi_bar_t,2018,0.0509,0.0245,0.0959,admin1
MYLE,South Carolina,psi_bar_t,2019,0.0332,0.0181,0.0563,admin1
MYLE,South Carolina,delta_bar_t,2017,-0.1007,-0.6288,1.0211,admin1
MYLE,South Carolina,delta_bar_t,2018,0.9921,-0.2848,3.4992,admin1
MYLE,South Carolina,delta_bar_t,2019,-0.2674,-0.7253,0.6380,admin1
MYLE,South Carolina,delta_avg_3year,NA,0.2080,-0.1340,0.8515,admin1
MYLE,South Carolina,delta_tot_3year,NA,0.0543,-0.5665,1.1677,admin1
MYLE,New York,psi_bar_t,2016,0.1867,0.1139,0.2860,admin1
MYLE,New York,psi_bar_t,2017,0.1545,0.0964,0.2238,admin1
MYLE,New York,psi_bar_t,2018,0.2502,0.1646,0.3570,admin1
MYLE,New York,psi_bar_t,2019,0.1796,0.1222,0.2461,admin1
MYLE,New York,delta_bar_t,2017,-0.1272,-0.5634,0.5448,admin1
MYLE,New York,delta_bar_t,2018,0.6957,-0.1019,1.9616,admin1
MYLE,New York,delta_bar_t,2019,-0.2483,-0.5794,0.2352,admin1
MYLE,New York,delta_avg_3year,NA,0.1067,-0.1085,0.3953,admin1
MYLE,New York,delta_tot_3year,NA,0.0153,-0.4628,0.7068,admin1
MYLE,Vermont,psi_bar_t,2016,0.3364,0.1970,0.5021,admin1
MYLE,Vermont,psi_bar_t,2017,0.2879,0.1780,0.4025,admin1
MYLE,Vermont,psi_bar_t,2018,0.4244,0.2756,0.5802,admin1
MYLE,Vermont,psi_bar_t,2019,0.3257,0.2139,0.4400,admin1
MYLE,Vermont,delta_bar_t,2017,-0.0986,-0.5269,0.5863,admin1
MYLE,Vermont,delta_bar_t,2018,0.5407,-0.1773,1.5619,admin1
MYLE,Vermont,delta_bar_t,2019,-0.2000,-0.5420,0.3259,admin1
MYLE,Vermont,delta_avg_3year,NA,0.0807,-0.1228,0.3333,admin1
MYLE,Vermont,delta_tot_3year,NA,0.0237,-0.4599,0.7996,admin1
MYLE,Tennessee,psi_bar_t,2016,0.2848,0.1895,0.4072,admin1
MYLE,Tennessee,psi_bar_t,2017,0.2443,0.1588,0.3529,admin1
MYLE,Tennessee,psi_bar_t,2018,0.3695,0.2410,0.5168,admin1
MYLE,Tennessee,psi_bar_t,2019,0.2771,0.1796,0.3826,admin1
MYLE,Tennessee,delta_bar_t,2017,-0.1064,-0.5334,0.4892,admin1
MYLE,Tennessee,delta_bar_t,2018,0.5790,-0.1236,1.7427,admin1
MYLE,Tennessee,delta_bar_t,2019,-0.2205,-0.5563,0.2845,admin1
MYLE,Tennessee,delta_avg_3year,NA,0.0840,-0.0936,0.3375,admin1
MYLE,Tennessee,delta_tot_3year,NA,0.0111,-0.4523,0.6555,admin1
MYLE,Maryland,psi_bar_t,2016,0.0840,0.0473,0.1311,admin1
MYLE,Maryland,psi_bar_t,2017,0.0671,0.0358,0.1121,admin1
MYLE,Maryland,psi_bar_t,2018,0.1252,0.0716,0.2044,admin1
MYLE,Maryland,psi_bar_t,2019,0.0806,0.0449,0.1262,admin1
MYLE,Maryland,delta_bar_t,2017,-0.1434,-0.6371,0.7209,admin1
MYLE,Maryland,delta_bar_t,2018,1.0446,-0.1159,3.1597,admin1
MYLE,Maryland,delta_bar_t,2019,-0.3052,-0.6941,0.3856,admin1
MYLE,Maryland,delta_avg_3year,NA,0.1987,-0.1249,0.7337,admin1
MYLE,Maryland,delta_tot_3year,NA,0.0234,-0.5417,0.8605,admin1
MYLE,West Virginia,psi_bar_t,2016,0.3515,0.2568,0.4647,admin1
MYLE,West Virginia,psi_bar_t,2017,0.3116,0.2175,0.4093,admin1
MYLE,West Virginia,psi_bar_t,2018,0.4304,0.3227,0.5521,admin1
MYLE,West Virginia,psi_bar_t,2019,0.3440,0.2528,0.4394,admin1
MYLE,West Virginia,delta_bar_t,2017,-0.0932,-0.4492,0.3472,admin1
MYLE,West Virginia,delta_bar_t,2018,0.4195,-0.0963,1.1943,admin1
MYLE,West Virginia,delta_bar_t,2019,-0.1848,-0.4567,0.1674,admin1
MYLE,West Virginia,delta_avg_3year,NA,0.0472,-0.0876,0.2090,admin1
MYLE,West Virginia,delta_tot_3year,NA,0.0019,-0.3324,0.4691,admin1
MYLE,Indiana,psi_bar_t,2016,0.0830,0.0444,0.1424,admin1
MYLE,Indiana,psi_bar_t,2017,0.0645,0.0320,0.1130,admin1
MYLE,Indiana,psi_bar_t,2018,0.1264,0.0666,0.2193,admin1
MYLE,Indiana,psi_bar_t,2019,0.0792,0.0407,0.1302,admin1
MYLE,Indiana,delta_bar_t,2017,-0.1396,-0.6811,0.8717,admin1
MYLE,Indiana,delta_bar_t,2019,-0.3073,-0.7351,0.4430,admin1
MYLE,Indiana,delta_avg_3year,NA,0.2432,-0.1300,0.9513,admin1
MYLE,Indiana,delta_tot_3year,NA,0.0480,-0.5980,1.1111,admin1
MYLE,Illinois,psi_bar_t,2016,0.0619,0.0317,0.1080,admin1
MYLE,Illinois,psi_bar_t,2017,0.0480,0.0236,0.0856,admin1
MYLE,Illinois,psi_bar_t,2018,0.0963,0.0479,0.1707,admin1
MYLE,Illinois,psi_bar_t,2019,0.0592,0.0286,0.1014,admin1
MYLE,Illinois,delta_bar_t,2017,-0.1380,-0.7025,0.8928,admin1
MYLE,Illinois,delta_bar_t,2019,-0.3107,-0.7600,0.5280,admin1
MYLE,Illinois,delta_avg_3year,NA,0.2691,-0.1434,1.0596,admin1
MYLE,Illinois,delta_tot_3year,NA,0.0519,-0.6136,1.2116,admin1
MYLE,Massachusetts,psi_bar_t,2016,0.2036,0.1295,0.3074,admin1
MYLE,Massachusetts,psi_bar_t,2017,0.1678,0.1061,0.2481,admin1
MYLE,Massachusetts,psi_bar_t,2018,0.2807,0.1828,0.4067,admin1
MYLE,Massachusetts,psi_bar_t,2019,0.1955,0.1346,0.2602,admin1
MYLE,Massachusetts,delta_bar_t,2017,-0.1345,-0.5593,0.5313,admin1
MYLE,Massachusetts,delta_bar_t,2018,0.7608,-0.0633,2.0485,admin1
MYLE,Massachusetts,delta_bar_t,2019,-0.2709,-0.5813,0.1937,admin1
MYLE,Massachusetts,delta_avg_3year,NA,0.1185,-0.0970,0.4258,admin1
MYLE,Massachusetts,delta_tot_3year,NA,0.0068,-0.4467,0.6302,admin1
MYLE,New Hampshire,psi_bar_t,2016,0.2220,0.1281,0.3524,admin1
MYLE,New Hampshire,psi_bar_t,2017,0.1830,0.1076,0.2691,admin1
MYLE,New Hampshire,psi_bar_t,2018,0.2983,0.1802,0.4404,admin1
MYLE,New Hampshire,psi_bar_t,2019,0.2123,0.1353,0.2997,admin1
MYLE,New Hampshire,delta_bar_t,2017,-0.1172,-0.5683,0.6281,admin1
MYLE,New Hampshire,delta_bar_t,2018,0.7228,-0.1679,2.0989,admin1
MYLE,New Hampshire,delta_bar_t,2019,-0.2451,-0.6097,0.3573,admin1
MYLE,New Hampshire,delta_avg_3year,NA,0.1201,-0.1304,0.4497,admin1
MYLE,New Hampshire,delta_tot_3year,NA,0.0264,-0.5019,0.9237,admin1
MYLE,Connecticut,psi_bar_t,2016,0.2474,0.1572,0.3647,admin1
MYLE,Connecticut,psi_bar_t,2017,0.2062,0.1222,0.3091,admin1
MYLE,Connecticut,psi_bar_t,2018,0.3368,0.2188,0.4877,admin1
MYLE,Connecticut,psi_bar_t,2019,0.2388,0.1660,0.3207,admin1
MYLE,Connecticut,delta_bar_t,2017,-0.1232,-0.5624,0.5296,admin1
MYLE,Connecticut,delta_bar_t,2018,0.7309,-0.1208,2.0846,admin1
MYLE,Connecticut,delta_bar_t,2019,-0.2576,-0.5793,0.2446,admin1
MYLE,Connecticut,delta_avg_3year,NA,0.1167,-0.1073,0.4294,admin1
MYLE,Connecticut,delta_tot_3year,NA,0.0149,-0.4506,0.7182,admin1
MYLE,Delaware,psi_bar_t,2016,0.0596,0.0282,0.1099,admin1
MYLE,Delaware,psi_bar_t,2017,0.0473,0.0190,0.0924,admin1
MYLE,Delaware,psi_bar_t,2018,0.0925,0.0422,0.1697,admin1
MYLE,Delaware,psi_bar_t,2019,0.0569,0.0262,0.1061,admin1
MYLE,Delaware,delta_bar_t,2017,-0.1007,-0.7433,1.1990,admin1
MYLE,Delaware,delta_bar_t,2019,-0.2965,-0.7777,0.6214,admin1
MYLE,Delaware,delta_avg_3year,NA,0.3054,-0.1565,1.2142,admin1
MYLE,Delaware,delta_tot_3year,NA,0.0711,-0.6628,1.3923,admin1
MYLE,New Jersey,psi_bar_t,2016,0.1466,0.0956,0.2148,admin1
MYLE,New Jersey,psi_bar_t,2017,0.1217,0.0749,0.1827,admin1
MYLE,New Jersey,psi_bar_t,2018,0.2021,0.1300,0.2956,admin1
MYLE,New Jersey,psi_bar_t,2019,0.1415,0.0952,0.1976,admin1
MYLE,New Jersey,delta_bar_t,2017,-0.1291,-0.5733,0.5941,admin1
MYLE,New Jersey,delta_bar_t,2018,0.7649,-0.1141,2.1638,admin1
MYLE,New Jersey,delta_bar_t,2019,-0.2668,-0.5965,0.2348,admin1
MYLE,New Jersey,delta_avg_3year,NA,0.1230,-0.0992,0.4615,admin1
MYLE,New Jersey,delta_tot_3year,NA,0.0097,-0.4559,0.6963,admin1
MYLE,Michigan,psi_bar_t,2016,0.0335,0.0128,0.0702,admin1
MYLE,Michigan,psi_bar_t,2017,0.0251,0.0093,0.0525,admin1
MYLE,Michigan,psi_bar_t,2018,0.0519,0.0202,0.1070,admin1
MYLE,Michigan,psi_bar_t,2019,0.0317,0.0116,0.0601,admin1
MYLE,Michigan,delta_bar_t,2017,-0.0801,-0.7730,1.5071,admin1
MYLE,Michigan,delta_bar_t,2019,-0.2597,-0.8186,1.0680,admin1
MYLE,Michigan,delta_avg_3year,NA,0.3826,-0.1909,1.6449,admin1
MYLE,Michigan,delta_tot_3year,NA,0.1391,-0.7447,1.7870,admin1
MYLE,Rhode Island,psi_bar_t,2016,0.1613,0.0905,0.2586,admin1
MYLE,Rhode Island,psi_bar_t,2017,0.1304,0.0665,0.2171,admin1
MYLE,Rhode Island,psi_bar_t,2018,0.2328,0.1352,0.3692,admin1
MYLE,Rhode Island,psi_bar_t,2019,0.1539,0.0890,0.2347,admin1
MYLE,Rhode Island,delta_bar_t,2017,-0.1243,-0.6607,0.7429,admin1
MYLE,Rhode Island,delta_bar_t,2018,0.9674,-0.1586,3.1357,admin1
MYLE,Rhode Island,delta_bar_t,2019,-0.2874,-0.6632,0.3700,admin1
MYLE,Rhode Island,delta_avg_3year,NA,0.1852,-0.1333,0.7005,admin1
MYLE,Rhode Island,delta_tot_3year,NA,0.0288,-0.5294,0.9961,admin1
MYLE,Oklahoma,psi_bar_t,2016,0.0916,0.0465,0.1564,admin1
MYLE,Oklahoma,psi_bar_t,2017,0.0736,0.0374,0.1235,admin1
MYLE,Oklahoma,psi_bar_t,2018,0.1350,0.0661,0.2414,admin1
MYLE,Oklahoma,psi_bar_t,2019,0.0883,0.0464,0.1545,admin1
MYLE,Oklahoma,delta_bar_t,2017,-0.1119,-0.6679,0.9416,admin1
MYLE,Oklahoma,delta_bar_t,2019,-0.2715,-0.7333,0.6550,admin1
MYLE,Oklahoma,delta_avg_3year,NA,0.2098,-0.1357,0.8715,admin1
MYLE,Oklahoma,delta_tot_3year,NA,0.0599,-0.5943,1.2150,admin1
MYLE,Texas,psi_bar_t,2016,0.0225,0.0078,0.0462,admin1
MYLE,Texas,psi_bar_t,2017,0.0177,0.0056,0.0389,admin1
MYLE,Texas,psi_bar_t,2018,0.0372,0.0116,0.0856,admin1
MYLE,Texas,psi_bar_t,2019,0.0218,0.0073,0.0451,admin1
MYLE,Texas,delta_bar_t,2017,-0.0393,-0.7938,1.8135,admin1
MYLE,Texas,delta_bar_t,2019,-0.2394,-0.8461,1.3030,admin1
MYLE,Texas,delta_avg_3year,NA,0.4630,-0.2046,2.1952,admin1
MYLE,Texas,delta_tot_3year,NA,0.1648,-0.7442,2.3906,admin1
MYLE,Iowa,psi_bar_t,2016,0.0710,0.0302,0.1418,admin1
MYLE,Iowa,psi_bar_t,2017,0.0541,0.0213,0.1086,admin1
MYLE,Iowa,psi_bar_t,2018,0.1085,0.0460,0.2093,admin1
MYLE,Iowa,psi_bar_t,2019,0.0679,0.0271,0.1324,admin1
MYLE,Iowa,delta_bar_t,2017,-0.0972,-0.7783,1.2197,admin1
MYLE,Iowa,delta_bar_t,2019,-0.2632,-0.8011,0.8358,admin1
MYLE,Iowa,delta_avg_3year,NA,0.3382,-0.1762,1.3808,admin1
MYLE,Iowa,delta_tot_3year,NA,0.1229,-0.6952,1.9685,admin1
MYLE,Kansas,psi_bar_t,2016,0.0533,0.0222,0.1068,admin1
MYLE,Kansas,psi_bar_t,2017,0.0407,0.0172,0.0785,admin1
MYLE,Kansas,psi_bar_t,2018,0.0831,0.0359,0.1675,admin1
MYLE,Kansas,psi_bar_t,2019,0.0511,0.0215,0.1000,admin1
MYLE,Kansas,delta_bar_t,2017,-0.1054,-0.7637,1.1858,admin1
MYLE,Kansas,delta_bar_t,2019,-0.2771,-0.8003,0.8068,admin1
MYLE,Kansas,delta_avg_3year,NA,0.3344,-0.1700,1.4463,admin1
MYLE,Kansas,delta_tot_3year,NA,0.1138,-0.6705,1.9083,admin1
MYLE,District of Columbia,psi_bar_t,2016,0.1224,0.0577,0.2207,admin1
MYLE,District of Columbia,psi_bar_t,2017,0.0967,0.0425,0.1764,admin1
MYLE,District of Columbia,psi_bar_t,2018,0.1831,0.0832,0.3253,admin1
MYLE,District of Columbia,psi_bar_t,2019,0.1175,0.0504,0.2231,admin1
